STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform
2227,"HORDAI PUKHURI, 
CHARAIDEW, ASSAM",POND,ASSAM,17.0,32.0,4.7,7.3,6.6,7.6,17,206,1.5,4.8,0.30,2.10,360,1100,360,7500
2228,"GALA BEEL AT DERGAON, 
ASSAM",POND,ASSAM,20.0,29.0,5.3,9.0,6.2,7.3,32,395,1.6,3.0,0.10,2.30,360,1100,360,21000
3772,BORPUKHURI AT SONARI,POND,ASSAM,21.0,31.0,4.5,7.0,6.4,7.5,26,77,2.2,3.0,1.10,1.80,300,360,360,1500
3809,"JORPUKHURI AT UZANBAZAR 
(UGRATALA TEMPLE)",POND,ASSAM,24.0,31.5,4.0,7.3,6.8,7.6,280,321,3.4,6.6,0.80,3.10,300,3600,910,29000
3806,"POND WATER FROM 
RAMKRISHNA MISSION AT 
HAILAKANDI",POND,ASSAM,20.0,27.0,4.0,4.8,7.1,7.2,136,165,3.0,4.1,0.30,1.60,360,1400,360,2800
1532,"*GOYSAGAR TANK, SIBSAGAR, 
ASSAM",TANK,ASSAM,18.0,31.0,5.2,7.2,5.9,7.8,21,36,1.4,3.0,0.10,1.80,300,620,360,2000
2557,"KAWAR LAKE, BEGUSARAI, 
BIHAR",LAKE,BIHAR,19.0,32.0,5.4,8.0,7.2,7.9,222,325,2.1,2.8,0.00,0.00,7000,26000,15000,38000
2571,"MOTI JHEEL AT MOTIHARII, 
BIHAR",LAKE,BIHAR,18.0,34.0,6.2,7.9,7.0,8.0,275,1190,2.1,2.8,0.00,0.00,2100,14000,3100,24000
2573,"TIGHI TALAB AT GAYA, BIHAR",POND,BIHAR,18.0,34.0,6.2,9.5,7.1,8.1,340,748,2.6,3.2,0.00,0.00,1700,27000,3900,40000
2574,"SURAJ KUND AT GAYA, BIHAR",POND,BIHAR,18.0,33.0,6.4,9.8,7.4,8.2,308,600,2.3,3.0,0.00,0.00,1700,21000,2700,32000
2046,"SUKHNA LAKE, CHANDIGARH",LAKE,CHANDIGARH,14.0,32.0,5.1,9.7,6.7,9.1,137,244,3.0,203.0,0.28,5.20,2,210000,2,540000
3163,"HITKASA TAILING DAM, 
RAJHARA, CHHATISGARH.",LAKE,CHHATTISGARH,,,5.8,12.0,7.0,7.9,,,,,0.00,0.47,,,260,260
3164,"NEHRU NAGAR TALAB, BHILAI, 
CHHATISGARH.",POND,CHHATTISGARH,,,6.4,7.2,7.2,7.8,,,,,0.00,0.37,,,460,460
1549,"SALAULIM LAKE AT SALAULIM 
- SANGUEM, GOA",LAKE,GOA,26.0,35.0,6.1,8.3,6.3,7.6,42,337,0.0,1.5,0.00,0.16,8,7900,2,13000
2269,"MAYEM LAKE, BICHOLIM",LAKE,GOA,26.5,33.0,4.4,8.8,5.2,7.4,38,77,0.5,2.2,0.00,0.83,220,4900,260,9200
3175,ANJUNEM LAKE,LAKE,GOA,27.0,32.5,6.1,9.1,6.2,7.9,43,100,0.4,2.0,0.01,0.42,8,130,2,540
3176,RUMDER LAKE,LAKE,GOA,25.3,35.0,1.9,7.5,6.3,8.0,98,324,0.6,6.0,0.03,2.43,780,7900,1100,11000
3177,CARAMBOLIM LAKE,LAKE,GOA,23.3,33.0,2.8,8.5,6.4,7.7,63,235,1.0,5.1,0.00,1.24,110,7900,140,22000
3178,RAIA LAKE,LAKE,GOA,26.5,38.0,4.7,9.2,6.0,7.6,72,417,1.0,9.9,0.00,0.19,200,24000,450,35000
3179,SAIPEM LAKE,LAKE,GOA,26.0,31.5,0.0,7.8,6.4,7.8,289,380,1.1,12.0,0.00,11.57,35000,54000,54000,92000
3180,CURTORIM LAKE,LAKE,GOA,26.0,38.0,1.5,11.0,5.0,7.3,78,594,0.9,10.4,0.00,1.48,130,7900,230,13000
1343,"KANKORIA LAKE AT 
AHMEDABAD, NR. BALVATIKA, 
GUJARAT",LAKE,GUJARAT,25.0,39.0,4.2,11.6,8.4,9.1,2308,3479,30.0,87.0,0.19,0.41,9,48,48,540
1344,"CHANDOLA LAKE AT 
AHMEDABAD, GUJARAT",LAKE,GUJARAT,25.0,30.0,2.6,8.1,7.5,8.8,349,543,5.0,31.0,0.09,0.51,5,94,58,540
1345,"AJWAH LAKE AT SRI SAYAJI 
SABVAR, BARODA, GUJARAT",LAKE,GUJARAT,22.0,30.0,7.6,8.9,7.2,8.5,223,350,0.2,0.9,0.04,0.90,2,4,4,21
1346,"SURSAGAR LAKE AT BARODA, 
GUJARAT",LAKE,GUJARAT,25.0,32.0,1.6,5.5,6.7,8.0,2630,3720,0.8,2.5,0.08,1.10,4,26,11,63
1972,"NALSAROVAR LAKE (SANAND), 
DIST.AHMEDABAD",LAKE,GUJARAT,26.0,30.0,5.0,9.3,7.7,9.4,298,26580,5.0,105.0,0.10,0.39,5,40,21,110
1973,"BINDUSAROVAR, SIDDHPUR 
(DIST.PATAN)",LAKE,GUJARAT,21.0,38.0,3.4,9.0,7.3,8.3,146,2991,4.1,540.0,0.03,6.48,4,49,9,84
1975,"LAKHOTA TALAV, JAMNAGAR",LAKE,GUJARAT,22.0,29.0,4.1,7.2,6.6,8.8,420,860,4.1,10.8,0.01,0.38,2,9,2,24
1976,"NARSIMEHTA TALAV- 
JUNAGADH",LAKE,GUJARAT,22.0,26.0,3.8,36.0,6.7,8.0,360,1980,3.1,108.0,0.00,0.36,7,8,14,22
1977,CITY LAKE OF NADIAD,LAKE,GUJARAT,23.0,35.0,2.5,8.7,8.5,9.8,619,15521,1.9,87.0,0.24,8.20,4,26,21,63
1978,"RANJITNAGAR TALAV (HALOL), 
PANCHMAHALS",LAKE,GUJARAT,29.0,30.0,4.1,7.2,7.7,8.5,122,124,0.4,1.1,0.00,0.56,4,4,11,21
2075,"DHAROI DAM, DIST. 
MEHSANA.",LAKE,GUJARAT,26.0,31.0,5.2,9.2,7.5,8.3,226,450,1.5,2.7,0.04,0.08,2,7,2,33
2076,"ANKLESHWAR RESERVOIR AT 
GIDC ANKLESHWAR AT VALIA 
ROAD.",LAKE,GUJARAT,26.0,31.0,7.0,7.9,7.7,8.9,229,1770,1.0,1.2,0.06,0.27,8,23,26,49
2077,"MOTICHER LAKE NEAR 
KAKARPAR ATOMIC POWER 
STATION, DIST. SURAT.",LAKE,GUJARAT,27.0,33.0,6.1,7.4,7.3,8.2,300,476,1.0,1.9,0.00,0.92,12,79,38,120
2078,"KUWADAVA LAKE, VILL. 
KUWADAVA, DIST. RAJKOT.",LAKE,GUJARAT,24.0,28.0,5.7,7.7,7.0,8.0,209,1190,1.1,4.8,0.00,0.17,7,7,14,14
3197,"MACHHU-II DAM, 
RAFLESHWAR, MORBI, RAJKOT",LAKE,GUJARAT,24.0,36.0,5.3,7.8,7.4,8.2,344,2370,0.7,3.7,0.07,0.62,2,2,2,2
3198,"GOMTI LAKE, OPP, 
RANCHODAJI TEMPLE, DAKOR, 
KHEDA",LAKE,GUJARAT,24.0,37.0,2.0,20.0,7.3,8.2,325,621,0.7,2.7,0.04,0.86,4,26,11,70
3199,"HAMISAR TALAV, BHUJ",LAKE,GUJARAT,24.0,33.0,1.2,6.4,7.0,8.2,457,3200,0.7,11.0,0.71,11.80,4,9,7,24
3200,"MOONSAR LAKE OF 
VIRAMGAM",LAKE,GUJARAT,27.0,30.0,0.5,9.7,8.4,9.1,1884,12150,21.0,124.0,0.18,0.53,11,43,43,220
3201,"MALAV TALAV, DHOLKA",LAKE,GUJARAT,26.0,30.0,1.6,9.5,8.6,9.1,2354,3102,17.0,57.0,0.18,0.35,7,25,26,170
3202,"VHERAIMATA TALAV AT 
ANAND",LAKE,GUJARAT,26.0,30.0,2.1,5.2,7.4,8.7,190,1268,1.2,8.0,0.00,0.58,2,17,11,50
1979,"OLPAD, VILLAGE 
POND:OLPAD, SURAT",POND,GUJARAT,25.0,34.0,5.1,7.0,7.1,8.1,360,1073,1.1,2.0,0.01,0.11,26,48,94,177
2079,"DHUDHIA TALAV AT NAVSARI, 
DIST. NAVSARI.",POND,GUJARAT,24.0,32.0,6.0,7.4,4.6,8.2,326,552,0.9,2.3,0.03,0.09,17,542,41,542
1971,"THOL TANK (KALOL) (DIST. 
MEHASANA)",TANK,GUJARAT,26.0,30.0,4.2,10.0,7.4,8.3,221,422,6.0,29.0,0.05,80.00,2,70,11,170
1349,"BRAHMSAROVAR LAKE AT 
KURUKSHETRA, HARYANA",LAKE,HARYANA,,,5.7,8.8,6.9,8.8,165,557,0.8,2.8,0.00,0.04,170,1750,840,8400
1392,"SUKHNA LAKE, CHANDIGARH",LAKE,HARYANA,,,5.8,8.8,7.1,8.2,281,566,2.4,5.0,0.00,0.00,200,1200,1480,5800
1291,"GOBINDSAGAR LAKE AT 
BILASPUR, H.P.",LAKE,"HIMACHAL 
PRADESH",10.0,24.0,7.5,10.1,7.7,8.3,176,572,0.2,0.4,0.10,0.96,27,120,220,920
1292,"PONGDAM LAKE AT PONG 
VILLAGE, H.P.",LAKE,"HIMACHAL 
PRADESH",13.5,20.0,6.3,8.5,7.4,8.4,172,352,0.1,0.8,0.04,1.45,5,13,170,280
1429,"RENUKA LAKE , 35 KM FROM 
PATNA SAHIB NORTH , H.P",LAKE,"HIMACHAL 
PRADESH",13.0,24.0,5.3,7.7,6.4,8.0,719,886,1.2,2.6,0.24,0.75,21,91,33,63
2649,RIWALSAR LAKE,LAKE,"HIMACHAL 
PRADESH",12.0,30.0,4.5,9.8,7.2,8.2,190,288,2.0,22.0,0.00,1.79,94,210,540,1600
2650,KHAZIAR LAKE,LAKE,"HIMACHAL 
PRADESH",7.9,15.1,5.9,6.3,6.8,7.7,69,133,2.8,8.0,0.00,1.53,17,38,540,950
1309,"DAL LAKE AT SRINAGAR, J&K",LAKE,"JAMMU & 
KASHMIR",3.6,27.0,5.2,10.0,7.2,8.5,112,231,1.0,2.1,,,,,,
2738,"MID POINT(MANSAR LAKE), 
J&K",LAKE,"JAMMU & 
KASHMIR",10.0,26.0,6.9,8.6,7.3,8.0,154,264,2.3,6.0,0.01,0.54,,,,
2739,"POINT OF DISCHARGE OF 
WASTE WATER FROM 
DIFFERENT ESTABLISHMENTS 
NEAR NAG TEMPLE, J&K",LAKE,"JAMMU & 
KASHMIR",10.0,26.0,6.1,8.0,7.6,8.1,156,270,2.4,8.0,0.11,0.79,,,,
2740,"MID POINT(SURINSAR LAKE), 
J&K",LAKE,"JAMMU & 
KASHMIR",9.0,27.0,6.4,9.5,7.4,8.2,156,258,9.0,13.0,0.02,1.00,,,,
2741,"POINT OF DISCHARGE OF 
WASTE WATER FROM 
DIFFERENT ESTABLISHMENTS , 
J&K",LAKE,"JAMMU & 
KASHMIR",9.0,27.0,6.2,9.1,7.7,8.3,145,262,6.0,21.0,0.02,1.20,,,,
3251,DAL LAKE AT DALGATE,LAKE,"JAMMU & 
KASHMIR",3.2,27.8,2.0,8.4,7.1,8.1,110,368,1.1,4.8,,,,,,
3252,DAL LAKE AT CHAIRCHINARI,LAKE,"JAMMU & 
KASHMIR",3.5,27.0,5.7,10.2,7.4,8.4,114,250,1.0,2.5,,,,,,
3253,DAL LAKE NEAR NISHAT LAM,LAKE,"JAMMU & 
KASHMIR",2.5,29.0,2.2,10.0,7.2,8.7,119,496,3.8,6.3,,,,,,
3254,DAL LAKE AT ABIKARPORA,LAKE,"JAMMU & 
KASHMIR",3.5,28.0,6.5,10.9,7.3,8.7,120,236,1.0,2.8,,,,,,
3256,"DAL LAKE AT ENTRY POINT OF 
TALIBAL NALLAH",LAKE,"JAMMU & 
KASHMIR",7.5,28.0,5.0,11.0,7.2,8.2,119,407,1.3,5.3,,,,,,
3257,DAL LAKE AT HABAK,LAKE,"JAMMU & 
KASHMIR",5.2,28.0,4.8,10.8,7.2,7.9,239,440,3.5,10.4,,,,,,
3258,DAL LAKE AT HAZRATBAL,LAKE,"JAMMU & 
KASHMIR",6.0,28.0,5.0,13.2,7.2,8.6,188,464,3.0,6.6,,,,,,
3259,DAL LAKE AT DHOBIGHAT,LAKE,"JAMMU & 
KASHMIR",5.4,28.0,4.5,11.7,7.2,8.7,168,352,2.0,6.5,,,,,,
3260,DAL LAKE AT SONALANK,LAKE,"JAMMU & 
KASHMIR",3.3,28.0,6.2,10.5,7.4,8.3,130,342,1.0,3.0,,,,,,
3261,"DAL LAKE AT NISHAT, WATER 
INTAKE POINT OF NISHAT 
WATER TREATMENT PLANT",LAKE,"JAMMU & 
KASHMIR",4.4,28.0,5.1,11.0,7.3,8.6,103,235,1.0,3.5,,,,,,
3262,"DAL LAKE AT NIGEEN, WATER 
INTAKE PT OF POKHRIBAL 
WATER TREATMENT PLANT",LAKE,"JAMMU & 
KASHMIR",4.8,29.0,5.6,11.2,7.3,8.9,117,303,1.4,3.3,,,,,,
3263,"WULAR LAKE AT NINGLI 
NALLAH",LAKE,"JAMMU & 
KASHMIR",6.5,23.3,3.6,9.5,7.6,8.0,110,282,1.3,2.6,,,,,,
3264,WULAR LAKE AT WATLAB,LAKE,"JAMMU & 
KASHMIR",6.0,24.6,2.0,10.4,7.5,7.8,120,300,2.0,4.1,,,,,,
3265,WULAR LAKE ATKANIBATH,LAKE,"JAMMU & 
KASHMIR",6.0,23.0,3.0,9.6,7.4,8.0,115,230,1.6,6.1,,,,,,
3266,"WULAR LAKE AT ENTRY PT OF 
ERIN NALLAH",LAKE,"JAMMU & 
KASHMIR",5.8,27.6,4.3,8.6,7.4,8.0,120,240,1.8,4.7,,,,,,
2394,TOP CHACHI LAKE,LAKE,JHARKHAND,17.0,37.5,6.9,7.6,7.2,7.5,,,1.0,2.0,,,,,,
2398,"DIMNA LAKE, DIMNA",LAKE,JHARKHAND,11.5,32.0,7.5,8.2,6.7,7.8,210,292,0.2,6.4,0.60,1.20,,,,
2393,"SHIV GANGA POND, DEOGHAR",POND,JHARKHAND,23.0,36.0,3.0,8.4,7.7,8.0,340,340,2.7,2.7,,,,,,
1388,"ULSOOR LAKE TRAINING 
CENTRE OF FISH BREEDING, 
KARNATAKA",LAKE,KARNATAKA,28.0,36.0,4.2,9.8,7.4,9.3,410,666,3.0,8.0,0.55,2.00,330,79000,1090,542000
1446,"HEBALLA VALLEY LAKE AT D-S 
ROAD BRIDGE NR. MANDYA, 
KARNATAKA",LAKE,KARNATAKA,23.0,27.0,4.0,6.4,7.6,8.4,496,1596,2.0,5.7,0.24,5.80,330,1700,2100,6300
3582,HEBBAL LAKE,LAKE,KARNATAKA,21.0,32.0,2.8,5.0,6.4,9.2,1203,2540,6.5,24.8,0.10,1.38,1100,2600,4700,7000
3583,KUKKARAHALLI LAKE,LAKE,KARNATAKA,24.0,32.0,5.2,7.5,7.4,9.5,526,950,4.0,9.0,0.20,0.68,920,1700,4600,6300
3584,DALAVAI LAKE,LAKE,KARNATAKA,24.0,30.0,1.1,3.2,7.0,8.6,754,1174,10.4,24.0,0.13,4.20,1700,4300,6300,8400
3585,YENNEHOLE LAKE,LAKE,KARNATAKA,25.0,34.0,1.2,3.4,7.2,8.6,733,1241,10.6,24.6,0.30,3.54,1700,2700,6300,8400
3586,LIMBHABUDI LAKE,LAKE,KARNATAKA,24.0,32.0,3.3,5.8,7.5,9.5,310,1334,4.2,15.6,0.15,0.63,930,2300,4700,6300
3587,SHETTYKERE LAKE,LAKE,KARNATAKA,24.0,32.0,4.0,6.2,7.9,9.2,469,1109,4.0,10.8,0.24,0.60,920,2100,4600,6300
3591,KEMPAMBUDHI LAKE,LAKE,KARNATAKA,21.0,26.0,4.2,7.7,6.8,7.3,282,600,4.0,5.0,0.70,7.49,210,4900,1720,22100
3592,YEDIYUR LAKE,LAKE,KARNATAKA,21.0,35.0,0.7,8.0,6.5,8.0,250,664,2.0,25.0,0.31,4.57,790,490000,3480,1090000
3593,"ULSOOR LAKE TRAINING 
CENTRE OF FISH BREEDING, 
KARNATAKA",LAKE,KARNATAKA,27.0,36.0,4.2,9.8,6.9,9.3,330,666,3.0,8.0,0.41,2.00,270,79000,1090,542000
3601,KARIHOBANAHALLI LAKE,LAKE,KARNATAKA,25.0,34.0,1.0,7.0,6.6,7.5,1417,4960,6.6,62.0,2.70,11.00,11000,330000,109000,3480000
3602,BELLANDUR LAKE,LAKE,KARNATAKA,27.0,29.0,0.6,6.9,6.7,7.2,552,1406,4.0,45.0,1.00,4.90,70000,17200000,141000,54200000
3608,VARTHUR LAKE,LAKE,KARNATAKA,28.0,33.0,1.8,4.9,6.8,10.9,644,1894,4.0,45.0,1.10,10.00,79000,3480000,348000,17200000
3610,TUBRAHALLI LAKE,LAKE,KARNATAKA,26.0,32.0,3.1,4.9,7.0,8.2,889,2210,8.0,42.0,0.85,4.40,2200,1300000,14100,3480000
3611,KAIKONDANAHALLI LAKE,LAKE,KARNATAKA,27.0,29.0,4.1,6.8,7.2,9.0,582,1025,2.0,12.0,0.76,2.20,330,490000,3480,1410000
3612,AGARAM LAKE,LAKE,KARNATAKA,27.0,29.0,4.9,6.6,7.2,8.8,576,1528,2.0,11.0,0.60,2.40,490,210000,3480,1750000
3613,GOTTEGRE LAKE,LAKE,KARNATAKA,29.0,29.0,,,7.1,7.1,1081,1081,45.0,45.0,2.00,2.00,2700,2700,14100,14100
3614,PUTTENAHALLI LAKE (S),LAKE,KARNATAKA,27.0,30.0,1.0,6.9,7.0,7.8,598,1719,4.5,12.0,1.00,15.00,2700,790000,34800,5420000
3615,ARAKERE LAKE,LAKE,KARNATAKA,27.0,29.0,1.1,6.9,7.0,8.4,643,1727,5.0,11.6,1.00,2.30,1400,1720000,17200,5420000
3616,KALENA AGRAHARA LAKE,LAKE,KARNATAKA,28.0,30.0,2.7,6.5,6.8,8.4,251,1313,3.9,21.0,0.84,9.90,3300,330000,10900,1090000
3617,HULIMAVU LAKE,LAKE,KARNATAKA,27.0,30.0,1.5,6.9,6.9,7.8,607,1726,4.0,16.0,0.80,14.60,1100,2600000,17200,22100000
3618,SINGASANDRA LAKE,LAKE,KARNATAKA,25.3,29.0,1.5,6.2,6.8,8.7,544,1206,2.0,19.0,0.70,3.00,1400,120000,5420,1720000
3620,PARAPPANA AGRAHARA LAKE,LAKE,KARNATAKA,25.1,29.0,3.7,6.5,6.2,8.6,425,1179,3.0,12.0,1.00,3.30,700,790000,2210,1720000
3621,HARALAKUNTE LAKE,LAKE,KARNATAKA,25.0,29.0,5.0,6.9,6.4,8.7,588,1540,2.0,10.5,1.00,14.30,270,490000,2210,1720000
3622,SOMASUNDRA PALYA LAKE,LAKE,KARNATAKA,25.2,29.0,3.3,5.8,6.7,8.5,547,1307,3.0,145.0,1.00,8.00,3300,790000,10900,5420000
3624,PUTTENAHALLI  LAKE,LAKE,KARNATAKA,27.0,30.0,0.3,5.9,6.5,7.3,218,2610,6.0,300.0,1.20,10.88,21000,3300000,120000,7900000
3625,HEBBAL LAKE,LAKE,KARNATAKA,27.0,30.0,3.5,10.2,6.8,7.8,552,1400,3.0,11.0,0.85,8.81,1700,700000,10900,1410000
3627,JAKKUR LAKE,LAKE,KARNATAKA,28.0,32.0,2.2,11.3,7.0,9.4,539,1832,4.0,24.0,0.32,11.60,1700,490000,7900,5420000
3644,MULBHAGAL LAKE,LAKE,KARNATAKA,23.0,35.0,2.5,6.4,7.0,8.9,224,3020,3.0,37.5,0.38,6.80,110,79000,1200,130000
3645,DEVARAYASAMUDRA LAKE,LAKE,KARNATAKA,23.0,35.0,1.1,6.3,6.6,9.4,185,1832,2.0,26.0,0.80,4.55,220,14000,3480,542000
3646,NARASAPURA LAKE,LAKE,KARNATAKA,24.0,25.0,6.0,7.5,6.6,8.1,206,922,2.0,5.0,0.45,1.50,790,3300,3480,17200
3647,HULEDANAHALLI LAKE,LAKE,KARNATAKA,24.0,25.0,6.4,6.6,6.8,7.0,155,155,2.0,4.0,2.00,4.10,490,4900,3480,54200
3649,BUGUDANAHALLI LAKE,LAKE,KARNATAKA,24.0,31.0,5.4,7.7,6.8,8.0,121,276,3.0,3.0,0.18,1.99,170,7900,1090,34800
3559,HULLIGE TANK,TANK,KARNATAKA,23.0,31.0,6.4,8.0,7.1,8.1,255,760,,,0.00,0.19,240,1800,900,3200
3560,MAVENAKERE,TANK,KARNATAKA,26.0,32.0,5.8,8.6,8.4,9.5,1257,3020,,,0.00,0.39,1000,9000,3200,16000
3561,HUNDIKERE (KOPPAL),TANK,KARNATAKA,23.0,31.0,6.0,8.2,7.1,8.4,298,891,,,0.00,0.19,240,2000,900,6400
3565,PILIKULA TANK,TANK,KARNATAKA,28.0,32.0,6.0,7.0,6.7,7.6,133,290,1.0,3.0,0.18,2.30,2,350,5,1600
3588,KARANJIKERE,TANK,KARNATAKA,22.0,31.0,5.2,7.0,7.1,8.6,417,959,3.6,8.4,0.08,3.80,700,1700,4000,6300
3589,MADIWALA  TANK,TANK,KARNATAKA,27.0,30.0,3.4,7.3,7.0,8.4,446,1236,2.5,15.0,0.80,10.20,1400,490000,13000,1300000
3590,LALBAGH TANK,TANK,KARNATAKA,21.0,34.0,4.0,13.5,6.5,8.2,380,701,3.0,10.0,0.45,4.79,490,940000,2400,2210000
3594,SANKEY TANK,TANK,KARNATAKA,25.0,28.0,5.0,7.5,6.6,8.2,411,684,3.0,10.0,0.50,3.00,2600,17000,10900,542000
3595,BYRASANDRA TANK,TANK,KARNATAKA,28.0,36.0,4.6,9.3,6.7,7.5,430,687,3.0,15.0,0.80,16.00,330,49000,700,348000
3597,HESARAGHATTA TANK,TANK,KARNATAKA,24.0,28.0,4.5,7.1,6.9,8.0,109,1791,3.0,6.0,0.20,4.14,3300,27000,27800,172000
3598,HEROHALLI TANK,TANK,KARNATAKA,25.0,28.0,2.2,7.3,6.7,8.0,390,1267,3.0,4.0,1.00,3.99,2200,46000,10900,542000
3599,MADAVARA TANK,TANK,KARNATAKA,25.0,29.0,0.7,12.5,6.8,8.7,448,1610,3.0,150.0,1.00,9.00,230,220000,5420,1720000
3600,SHIVAPURA TANK,TANK,KARNATAKA,25.0,34.0,0.4,7.0,6.7,7.7,1442,4950,5.0,125.0,2.02,13.00,330,490000,1410,2210000
3603,VENGAIHNAKERE,TANK,KARNATAKA,27.0,33.0,3.7,6.4,7.0,7.6,648,1795,4.0,32.0,1.20,11.40,17000,46000000,12000,70000000
